sale_id,timestamp,year,month_num,day,hour,user_id,item_id,department,role,state,product_line,category,subcategory,line_type,quantity,price,amount,budget,variance,spend_to_budget_ratio,days_past_due,aging_bucket,dept_total_opex
S000567,2025-09-03,2025,9,3,0,U0001,I0012,Engineering,Frontend,Illinois,Subscriptions,software_services,Subscriptions,expense,2,2802.27,64192.82,64565.15,6459.79,0.9942332502596332,0,current,433946.04000000004
S000689,2025-06-23,2025,6,23,0,U0022,I0042,Sales,AE,Vermont,Standard,operations,Travel,expense,3,674.51,2636.5,2624.12,275.29,1.004716007819055,8,1-30,401655.33
S000726,2025-06-12,2025,6,12,0,U0020,I0036,Sales,SDR,Illinois,Standard,revenue,AddOnRevenue,revenue,2,730.52,426.65,410.62,33.17,1.0390385271053528,3,1-30,401655.33
S000686,2025-03-25,2025,3,25,0,U0016,I0045,Engineering,Frontend,Louisiana,Standard,people,Payroll,expense,2,2198.07,4499.64,4548.28,-488.36,0.9893072199503042,15,1-30,466495.3
S000418,2025-01-24,2025,1,24,0,U0003,I0013,Engineering,Data,Illinois,Standard,people,Payroll,expense,3,1858.96,10556.67,10649.84,513.95,0.9912515981642911,0,current,755646.49
S000670,2025-04-21,2025,4,21,0,U0014,I0018,Engineering,Backend,California,Standard,revenue,AddOnRevenue,revenue,3,378.69,596.65,589.73,1.31,1.0117341834398792,0,current,342370.18
S000796,2025-07-05,2025,7,5,0,U0008,I0044,Marketing,Manager,Illinois,Standard,operations,Other,expense,2,76.23,84.96,85.26,-0.17,0.9964277298476198,6,1-30,300389.31
S000167,2025-05-28,2025,5,28,0,U0018,I0012,Engineering,Backend,New York,Subscriptions,software_services,Subscriptions,expense,3,2802.27,100363.63,103242.93,1163.74,0.9721114327005287,11,1-30,731138.8
S000317,2025-04-13,2025,4,13,0,U0011,I0025,Marketing,Manager,California,Standard,people,Payroll,expense,2,2101.09,4938.42,4638.43,-33.38,1.0646754984229685,21,1-30,133936.1
S000080,2025-05-08,2025,5,8,0,U0002,I0033,Sales,AE,Texas,Subscriptions,software_services,Subscriptions,expense,1,1179.73,10708.86,9902.34,287.05,1.0814468473811996,0,current,186541.83000000002
S000790,2025-06-17,2025,6,17,0,U0019,I0015,Marketing,Manager,Florida,Standard,software_services,Software,expense,1,205.19,145.41,145.99,-1.94,0.9960813485937119,7,1-30,160345.14
S000759,2025-04-17,2025,4,17,0,U0016,I0030,Engineering,Frontend,Louisiana,Standard,software_services,Software,expense,1,289.07,181.32,188.23,-1.13,0.9632963265928236,2,1-30,342370.18
S000051,2025-08-19,2025,8,19,0,U0006,I0012,Engineering,Data,Texas,Subscriptions,software_services,Subscriptions,expense,1,2802.27,39155.36,38447.24,2531.27,1.0184178306350329,0,current,464347.05
S000510,2025-04-19,2025,4,19,0,U0023,I0034,Marketing,Manager,Louisiana,Standard,people,Payroll,expense,1,1366.83,1049.8,1077.96,-52.87,0.9738793784284488,12,1-30,133936.1
S000373,2025-02-10,2025,2,10,0,U0011,I0007,Marketing,Manager,California,Subscriptions,software_services,Subscriptions,expense,1,2355.08,16411.57,18080.73,-2042.91,0.9076831494439761,9,1-30,113070.69
S000705,2025-03-12,2025,3,12,0,U0010,I0039,Sales,AE,Kansas,Standard,operations,Travel,expense,1,220.18,217.58,210.82,7.09,1.0320392567126322,1,1-30,165634.36000000002
S000318,2025-06-29,2025,6,29,0,U0025,I0032,Marketing,Specialist,New York,Standard,operations,Other,expense,3,194.15,329.67,343.43,-34.77,0.9599190579615775,10,1-30,160345.14
S000151,2025-08-27,2025,8,27,0,U0017,I0017,Marketing,Manager,Tennessee,Standard,software_services,Software,expense,1,244.1,199.46,191.0,13.36,1.0443196979783975,17,1-30,143517.78
S000271,2025-05-04,2025,5,4,0,U0016,I0031,Engineering,Frontend,Louisiana,Standard,revenue,AddOnRevenue,revenue,3,2285.33,1074.11,1078.29,-0.27,0.9961234918250191,3,1-30,731138.8
S000388,2025-02-25,2025,2,25,0,U0025,I0023,Marketing,Specialist,New York,Standard,operations,Travel,expense,2,778.02,1468.5,1384.77,199.1,1.060463228421269,25,1-30,113070.69
S000086,2025-05-26,2025,5,26,0,U0028,I0016,Support,Agent,New York,Subscriptions,software_services,Subscriptions,expense,3,913.54,17310.82,17580.76,-922.15,0.9846458390832711,0,current,76628.45999999999
S000690,2025-05-05,2025,5,5,0,U0027,I0042,Support,Lead,Tennessee,Standard,operations,Travel,expense,1,674.51,657.34,645.21,-18.2,1.0188034798160386,3,1-30,76628.45999999999
S000133,2025-05-26,2025,5,26,0,U0019,I0024,Marketing,Manager,Florida,Standard,operations,Travel,expense,2,719.84,1076.52,1097.36,-61.36,0.9810096744105051,1,1-30,396244.52
S000704,2025-09-15,2025,9,15,0,U0023,I0034,Marketing,Manager,Louisiana,Standard,people,Payroll,expense,3,1366.83,2866.31,2677.82,364.67,1.07038794026271,10,1-30,58396.86
S000010,2025-03-13,2025,3,13,0,U0006,I0002,Engineering,Data,Texas,Standard,people,Payroll,expense,3,1489.98,7495.72,7573.51,-469.45,0.9897281221066185,1,1-30,466495.3
S000687,2025-08-31,2025,8,31,0,U0027,I0015,Support,Lead,Tennessee,Standard,software_services,Software,expense,2,205.19,285.82,301.7,-25.46,0.947360846844417,18,1-30,143527.25
S000286,2025-08-29,2025,8,29,0,U0023,I0023,Marketing,Manager,Louisiana,Standard,operations,Travel,expense,3,778.02,1177.15,1126.85,4.72,1.0446427908161477,3,1-30,143517.78
S000492,2025-03-06,2025,3,6,0,U0010,I0006,Sales,AE,Kansas,Standard,software_services,Software,expense,3,391.47,984.34,1024.52,-46.33,0.9607870745542411,0,current,165634.36000000002
S000083,2025-06-22,2025,6,22,0,U0003,I0009,Engineering,Data,Illinois,Standard,people,Payroll,expense,1,930.6,1668.02,1577.48,-129.12,1.0573906330366782,0,current,288325.66000000003
S000065,2025-07-24,2025,7,24,0,U0018,I0038,Engineering,Backend,New York,Standard,software_services,Software,expense,1,216.5,209.02,204.17,3.48,1.0237348544231601,0,current,249661.24000000002
S000470,2025-03-23,2025,3,23,0,U0009,I0046,Sales,SDR,Florida,Subscriptions,software_services,Subscriptions,expense,1,2472.86,21954.49,22709.09,-1902.02,0.9667706663870702,0,current,165634.36000000002
S000647,2025-02-27,2025,2,27,0,U0022,I0010,Sales,AE,Vermont,Subscriptions,software_services,Subscriptions,expense,2,1516.04,36743.63,35625.88,-1818.98,1.0313746948335922,0,current,165958.51
S000222,2025-03-20,2025,3,20,0,U0010,I0008,Sales,AE,Kansas,Standard,revenue,AddOnRevenue,revenue,1,2400.98,1868.75,1871.12,0.54,0.9987333789388174,17,1-30,165634.36000000002
S000463,2025-05-23,2025,5,23,0,U0018,I0050,Engineering,Backend,New York,Standard,operations,Other,expense,2,45.16,94.15,90.2,-0.68,1.0437138839459532,1,1-30,731138.8
S000606,2025-09-04,2025,9,4,0,U0014,I0007,Engineering,Backend,California,Subscriptions,software_services,Subscriptions,expense,3,2355.08,81452.57,76018.99,6479.0,1.071476598728422,13,1-30,433946.04000000004
S000120,2025-06-02,2025,6,2,0,U0008,I0049,Marketing,Manager,Illinois,Standard,revenue,AddOnRevenue,revenue,2,2110.99,3761.28,3713.6,118.41,1.012839293408014,13,1-30,160345.14
S000626,2025-03-13,2025,3,13,0,U0020,I0045,Sales,SDR,Illinois,Standard,people,Payroll,expense,3,2198.07,11267.51,10860.03,159.9,1.037521177720179,0,current,165634.36000000002
S000445,2025-06-04,2025,6,4,0,U0021,I0022,Engineering,Data,Louisiana,Subscriptions,software_services,Subscriptions,expense,3,1257.22,26101.62,24912.84,1899.78,1.0477174164545848,6,1-30,288325.66000000003
S000204,2025-04-11,2025,4,11,0,U0017,I0001,Marketing,Manager,Tennessee,Subscriptions,software_services,Subscriptions,expense,2,2389.68,34212.47,31474.72,1912.83,1.0869824020965506,14,1-30,133936.1
S000641,2025-03-29,2025,3,29,0,U0009,I0005,Sales,SDR,Florida,Standard,operations,Other,expense,1,36.95,25.91,26.44,-0.03,0.9795913412005522,0,current,165634.36000000002
S000227,2025-03-28,2025,3,28,0,U0006,I0025,Engineering,Data,Texas,Standard,people,Payroll,expense,1,2101.09,5241.65,5088.32,100.71,1.0301326223153249,10,1-30,466495.3
S000685,2025-01-24,2025,1,24,0,U0003,I0024,Engineering,Data,Illinois,Standard,operations,Travel,expense,3,719.84,2960.1,3115.89,-97.72,0.9500007609594802,17,1-30,755646.49
S000300,2025-05-03,2025,5,3,0,U0026,I0022,Sales,SDR,New York,Subscriptions,software_services,Subscriptions,expense,3,1257.22,33555.43,33459.38,-1778.57,1.0028705035719079,9,1-30,186541.83000000002
S000574,2025-05-28,2025,5,28,0,U0026,I0021,Sales,SDR,New York,Standard,operations,Other,expense,1,156.46,87.92,94.44,-4.36,0.9309418034254613,30,1-30,186541.83000000002
S000122,2025-08-24,2025,8,24,0,U0021,I0018,Engineering,Data,Louisiana,Standard,revenue,AddOnRevenue,revenue,2,378.69,150.79,164.54,-27.38,0.9164336939346056,21,1-30,464347.05
S000337,2025-07-22,2025,7,22,0,U0009,I0001,Sales,SDR,Florida,Subscriptions,software_services,Subscriptions,expense,2,2389.68,49369.9,43198.1,7076.38,1.1428719211569933,10,1-30,428190.42
S000162,2025-03-12,2025,3,12,0,U0011,I0033,Marketing,Manager,California,Subscriptions,software_services,Subscriptions,expense,1,1179.73,9347.81,9526.35,174.92,0.9812579268551195,8,1-30,105774.01
S000168,2025-03-31,2025,3,31,0,U0001,I0043,Engineering,Frontend,Illinois,Standard,people,Payroll,expense,2,1960.48,8447.04,8404.21,-601.11,1.0050962943686328,0,current,466495.3
S000370,2025-06-18,2025,6,18,0,U0019,I0018,Marketing,Manager,Florida,Standard,revenue,AddOnRevenue,revenue,1,378.69,340.95,352.4,-19.6,0.9675085130533485,11,1-30,160345.14
S000645,2025-06-06,2025,6,6,0,U0002,I0004,Sales,AE,Texas,Standard,people,Payroll,expense,2,1955.26,7103.41,6990.27,552.06,1.0161859447789532,0,current,401655.33
S000301,2025-01-22,2025,1,22,0,U0016,I0031,Engineering,Frontend,Louisiana,Standard,revenue,AddOnRevenue,revenue,2,2285.33,736.44,714.68,10.89,1.0304471931493817,0,current,755646.49
S000152,2025-09-23,2025,9,23,0,U0022,I0044,Sales,AE,Vermont,Standard,operations,Other,expense,2,76.23,221.95,260.06,-33.86,0.8534702812073612,0,current,257876.11000000002
S000183,2025-01-18,2025,1,18,0,U0015,I0038,Marketing,Specialist,Vermont,Standard,software_services,Software,expense,3,216.5,768.11,795.38,25.79,0.9657073661911678,3,1-30,138890.43
S000427,2025-03-14,2025,3,14,0,U0006,I0012,Engineering,Data,Texas,Subscriptions,software_services,Subscriptions,expense,3,2802.27,105924.57,104310.81,5250.16,1.0154706419879962,0,current,466495.3
S000060,2025-03-09,2025,3,9,0,U0014,I0013,Engineering,Backend,California,Standard,people,Payroll,expense,1,1858.96,3731.97,3584.89,73.6,1.0410264237708708,10,1-30,466495.3
S000578,2025-08-03,2025,8,3,0,U0026,I0038,Sales,SDR,New York,Standard,software_services,Software,expense,2,216.5,422.93,417.39,7.43,1.0132764324558237,2,1-30,159470.1
S000196,2025-03-08,2025,3,8,0,U0001,I0021,Engineering,Frontend,Illinois,Standard,operations,Other,expense,2,156.46,297.46,284.84,-1.92,1.044337952720237,8,1-30,466495.3
S000041,2025-06-21,2025,6,21,0,U0024,I0019,Engineering,Frontend,Tennessee,Standard,people,Payroll,expense,3,2189.74,12611.13,12772.04,31.49,0.9874011310896558,19,1-30,288325.66000000003
S000695,2025-05-19,2025,5,19,0,U0023,I0012,Marketing,Manager,Louisiana,Subscriptions,software_services,Subscriptions,expense,3,2802.27,29367.58,27699.37,1784.52,1.0602253775803079,0,current,396244.52
S000250,2025-05-04,2025,5,4,0,U0005,I0007,Engineering,Frontend,New York,Subscriptions,software_services,Subscriptions,expense,2,2355.08,40426.68,36736.91,-188.87,1.1004377693092569,12,1-30,731138.8
S000363,2025-03-23,2025,3,23,0,U0006,I0017,Engineering,Data,Texas,Standard,software_services,Software,expense,3,244.1,811.59,787.54,4.67,1.0305422458205427,12,1-30,466495.3
S000479,2025-09-06,2025,9,6,0,U0008,I0028,Marketing,Manager,Illinois,Subscriptions,software_services,Subscriptions,expense,2,418.27,6703.53,7005.76,-31.22,0.9568599990213364,0,current,58396.86
S000458,2025-02-25,2025,2,25,0,U0001,I0022,Engineering,Frontend,Illinois,Subscriptions,software_services,Subscriptions,expense,3,1257.22,37787.68,38099.65,-1927.63,0.99181179479389,31,31-60,466183.24
S000530,2025-06-05,2025,6,5,0,U0010,I0012,Sales,AE,Kansas,Subscriptions,software_services,Subscriptions,expense,3,2802.27,78992.03,80220.21,3134.14,0.9846898960514227,9,1-30,401655.33
S000653,2025-03-30,2025,3,30,0,U0019,I0035,Marketing,Manager,Florida,Subscriptions,software_services,Subscriptions,expense,1,1567.8,10008.86,10566.93,-180.11,0.9471867295854666,8,1-30,105774.01
S000457,2025-03-08,2025,3,8,0,U0017,I0006,Marketing,Manager,Tennessee,Standard,software_services,Software,expense,3,391.47,614.56,565.05,74.89,1.087632377727547,12,1-30,105774.01
S000396,2025-03-19,2025,3,19,0,U0024,I0011,Engineering,Frontend,Tennessee,Subscriptions,software_services,Subscriptions,expense,2,1301.15,29402.18,30732.82,-6174.64,0.9567030058083857,7,1-30,466495.3
S000125,2025-06-01,2025,6,1,0,U0025,I0018,Marketing,Specialist,New York,Standard,revenue,AddOnRevenue,revenue,2,378.69,547.14,528.65,-39.7,1.034975881963492,2,1-30,160345.14
S000605,2025-06-03,2025,6,3,0,U0015,I0002,Marketing,Specialist,Vermont,Standard,people,Payroll,expense,3,1489.98,9807.13,9943.35,-860.63,0.9863004117551498,19,1-30,160345.14
S000773,2025-05-10,2025,5,10,0,U0006,I0006,Engineering,Data,Texas,Standard,software_services,Software,expense,3,391.47,1108.98,1062.19,45.63,1.04404617315996,4,1-30,731138.8
S000625,2025-01-20,2025,1,20,0,U0007,I0031,Support,Agent,Washington,Standard,revenue,AddOnRevenue,revenue,2,2285.33,18158.05,17475.89,559.11,1.0390343496096621,16,1-30,18144.72
S000262,2025-02-05,2025,2,5,0,U0018,I0001,Engineering,Backend,New York,Subscriptions,software_services,Subscriptions,expense,1,2389.68,29915.61,29174.47,1033.22,1.0254039552599532,2,1-30,466183.24
S000748,2025-01-04,2025,1,4,0,U0023,I0031,Marketing,Manager,Louisiana,Standard,revenue,AddOnRevenue,revenue,2,2285.33,1871.58,1726.99,205.79,1.0837237042484322,0,current,138890.43
S000170,2025-03-05,2025,3,5,0,U0028,I0036,Support,Agent,New York,Standard,revenue,AddOnRevenue,revenue,2,730.52,3247.4,3334.36,-257.33,0.97392003262995,9,1-30,38145.840000000004
S000255,2025-07-30,2025,7,30,0,U0018,I0041,Engineering,Backend,New York,Subscriptions,software_services,Subscriptions,expense,3,1480.31,42064.65,44139.7,-3410.21,0.9529889395537141,0,current,249661.24000000002
S000611,2025-08-08,2025,8,8,0,U0024,I0021,Engineering,Frontend,Tennessee,Standard,operations,Other,expense,3,156.46,475.46,491.01,11.15,0.9683372898863203,11,1-30,464347.05
S000035,2025-04-08,2025,4,8,0,U0011,I0008,Marketing,Manager,California,Standard,revenue,AddOnRevenue,revenue,3,2400.98,5921.1,5646.46,-502.26,1.0486393244616983,9,1-30,133936.1
S000228,2025-08-26,2025,8,26,0,U0028,I0003,Support,Agent,New York,Subscriptions,software_services,Subscriptions,expense,1,2618.21,17536.44,17717.21,-611.87,0.9897965242475781,0,current,143527.25
S000542,2025-08-29,2025,8,29,0,U0002,I0040,Sales,AE,Texas,Standard,people,Payroll,expense,2,1905.67,5932.9,6561.79,-964.69,0.9041592064117463,14,1-30,159470.1
S000734,2025-06-11,2025,6,11,0,U0014,I0015,Engineering,Backend,California,Standard,software_services,Software,expense,1,205.19,237.29,246.56,-11.23,0.962398563876922,0,current,288325.66000000003
S000615,2025-09-10,2025,9,10,0,U0023,I0031,Marketing,Manager,Louisiana,Standard,revenue,AddOnRevenue,revenue,3,2285.33,9095.38,8630.43,1195.4,1.0538733296023488,3,1-30,58396.86
S000164,2025-02-17,2025,2,17,0,U0025,I0009,Marketing,Specialist,New York,Standard,people,Payroll,expense,1,930.6,1192.84,1156.99,56.12,1.030985098274124,8,1-30,113070.69
S000650,2025-03-15,2025,3,15,0,U0018,I0040,Engineering,Backend,New York,Standard,people,Payroll,expense,3,1905.67,15199.05,15569.41,-1373.82,0.9762125440343692,0,current,466495.3
S000599,2025-06-20,2025,6,20,0,U0026,I0015,Sales,SDR,New York,Standard,software_services,Software,expense,2,205.19,326.39,316.19,-2.29,1.032255634383056,0,current,401655.33
S000032,2025-03-20,2025,3,20,0,U0011,I0017,Marketing,Manager,California,Standard,software_services,Software,expense,3,244.1,357.43,360.36,-21.92,0.9918667039727547,0,current,105774.01
S000184,2025-05-29,2025,5,29,0,U0025,I0031,Marketing,Specialist,New York,Standard,revenue,AddOnRevenue,revenue,1,2285.33,675.89,702.48,7.86,0.9621483885662225,22,1-30,396244.52
S000744,2025-08-18,2025,8,18,0,U0015,I0032,Marketing,Specialist,Vermont,Standard,operations,Other,expense,3,194.15,921.15,882.04,7.87,1.0443413164399602,15,1-30,143517.78
S000592,2025-07-28,2025,7,28,0,U0009,I0023,Sales,SDR,Florida,Standard,operations,Travel,expense,1,778.02,918.8,881.31,70.83,1.0425430451929596,17,1-30,428190.42
S000546,2025-08-25,2025,8,25,0,U0024,I0047,Engineering,Frontend,Tennessee,Standard,software_services,Software,expense,1,185.62,210.41,215.16,-1.56,0.9779308843817026,10,1-30,464347.05
S000416,2025-08-07,2025,8,7,0,U0003,I0039,Engineering,Data,Illinois,Standard,operations,Travel,expense,1,220.18,340.53,344.21,-37.4,0.9893101569075021,28,1-30,464347.05
S000593,2025-05-18,2025,5,18,0,U0023,I0011,Marketing,Manager,Louisiana,Subscriptions,software_services,Subscriptions,expense,2,1301.15,10235.54,10556.65,-1292.44,0.9695816252047991,8,1-30,396244.52
S000430,2025-09-07,2025,9,7,0,U0024,I0045,Engineering,Frontend,Tennessee,Standard,people,Payroll,expense,1,2198.07,4080.13,4293.25,-293.3,0.9503576596083029,13,1-30,433946.04000000004
S000104,2025-03-24,2025,3,24,0,U0013,I0008,Marketing,Manager,Illinois,Standard,revenue,AddOnRevenue,revenue,2,2400.98,6646.49,6116.94,-19.25,1.0865710633094325,4,1-30,105774.01
S000727,2025-01-06,2025,1,6,0,U0014,I0050,Engineering,Backend,California,Standard,operations,Other,expense,1,45.16,29.94,30.85,-2.61,0.9705059334223097,27,1-30,755646.49
S000751,2025-05-10,2025,5,10,0,U0022,I0010,Sales,AE,Vermont,Subscriptions,software_services,Subscriptions,expense,2,1516.04,44259.86,42243.52,3806.91,1.0477313896826153,3,1-30,186541.83000000002
S000549,2025-08-28,2025,8,28,0,U0005,I0029,Engineering,Frontend,New York,Standard,software_services,Software,expense,3,104.0,403.14,406.43,-30.3,0.9919139498479378,16,1-30,464347.05
S000459,2025-06-16,2025,6,16,0,U0013,I0043,Marketing,Manager,Illinois,Standard,people,Payroll,expense,3,1960.48,8494.35,8946.54,186.8,0.9494565541071841,0,current,160345.14
S000197,2025-01-09,2025,1,9,0,U0008,I0033,Marketing,Manager,Illinois,Subscriptions,software_services,Subscriptions,expense,1,1179.73,6401.41,7038.62,-1357.3,0.9094690660009803,0,current,138890.43
S000273,2025-05-22,2025,5,22,0,U0005,I0004,Engineering,Frontend,New York,Standard,people,Payroll,expense,2,1955.26,20291.66,20155.49,1049.34,1.006756172593404,2,1-30,731138.8
S000121,2025-05-30,2025,5,30,0,U0026,I0038,Sales,SDR,New York,Standard,software_services,Software,expense,2,216.5,411.33,398.67,27.88,1.031768557143064,11,1-30,186541.83000000002
S000267,2025-06-14,2025,6,14,0,U0020,I0024,Sales,SDR,Illinois,Standard,operations,Travel,expense,3,719.84,2510.82,2753.89,-120.81,0.9117389842348576,10,1-30,401655.33
S000128,2025-06-19,2025,6,19,0,U0025,I0007,Marketing,Specialist,New York,Subscriptions,software_services,Subscriptions,expense,2,2355.08,35666.15,35002.36,2959.49,1.0189640017182582,15,1-30,160345.14
S000344,2025-07-20,2025,7,20,0,U0015,I0003,Marketing,Specialist,Vermont,Subscriptions,software_services,Subscriptions,expense,3,2618.21,125727.84,125136.0,5524.71,1.004729626647885,13,1-30,300389.31
S000544,2025-08-24,2025,8,24,0,U0001,I0031,Engineering,Frontend,Illinois,Standard,revenue,AddOnRevenue,revenue,2,2285.33,2189.56,2245.08,0.23,0.9752703689846242,0,current,464347.05
S000602,2025-07-15,2025,7,15,0,U0023,I0031,Marketing,Manager,Louisiana,Standard,revenue,AddOnRevenue,revenue,3,2285.33,2294.87,2246.71,-52.56,1.021435788330492,17,1-30,300389.31
S000081,2025-08-07,2025,8,7,0,U0024,I0049,Engineering,Frontend,Tennessee,Standard,revenue,AddOnRevenue,revenue,1,2110.99,1058.27,1041.46,14.02,1.0161408023351832,6,1-30,464347.05
S000350,2025-06-16,2025,6,16,0,U0015,I0018,Marketing,Specialist,Vermont,Standard,revenue,AddOnRevenue,revenue,2,378.69,1435.02,1391.43,107.51,1.0313274832366701,1,1-30,160345.14
S000642,2025-06-22,2025,6,22,0,U0024,I0043,Engineering,Frontend,Tennessee,Standard,people,Payroll,expense,3,1960.48,14294.84,15636.24,-2903.19,0.9142120857810841,9,1-30,288325.66000000003
S000333,2025-02-05,2025,2,5,0,U0006,I0022,Engineering,Data,Texas,Subscriptions,software_services,Subscriptions,expense,3,1257.22,40433.86,41424.06,1919.15,0.9760958471123089,0,current,466183.24
S000280,2025-08-17,2025,8,17,0,U0028,I0026,Support,Agent,New York,Subscriptions,software_services,Subscriptions,expense,2,825.52,12740.89,12813.39,-717.63,0.9943415795135552,6,1-30,143527.25
S000566,2025-04-11,2025,4,11,0,U0017,I0010,Marketing,Manager,Tennessee,Subscriptions,software_services,Subscriptions,expense,3,1516.04,27314.64,27225.43,246.45,1.0032766290415025,14,1-30,133936.1
S000160,2025-07-15,2025,7,15,0,U0015,I0003,Marketing,Specialist,Vermont,Subscriptions,software_services,Subscriptions,expense,3,2618.21,110132.47,108223.84,6131.24,1.0176360081513172,6,1-30,300389.31
S000660,2025-05-03,2025,5,3,0,U0008,I0028,Marketing,Manager,Illinois,Subscriptions,software_services,Subscriptions,expense,1,418.27,3110.66,3074.59,300.59,1.0117297790446718,0,current,396244.52
S000193,2025-08-18,2025,8,18,0,U0026,I0012,Sales,SDR,New York,Subscriptions,software_services,Subscriptions,expense,2,2802.27,56773.51,57511.54,1391.32,0.9871672941800124,24,1-30,159470.1
S000023,2025-05-09,2025,5,9,0,U0007,I0031,Support,Agent,Washington,Standard,revenue,AddOnRevenue,revenue,3,2285.33,9665.74,9531.72,-72.01,1.0140604214139737,20,1-30,76628.45999999999
S000182,2025-08-21,2025,8,21,0,U0019,I0021,Marketing,Manager,Florida,Standard,operations,Other,expense,1,156.46,104.03,95.57,7.95,1.0885670621133843,7,1-30,143517.78
S000276,2025-07-24,2025,7,24,0,U0011,I0025,Marketing,Manager,California,Standard,people,Payroll,expense,2,2101.09,7057.45,7251.35,-748.81,0.9732594330890721,0,current,300389.31
S000749,2025-07-23,2025,7,23,0,U0006,I0040,Engineering,Data,Texas,Standard,people,Payroll,expense,3,1905.67,9857.6,9479.86,-2.34,1.0398471845014108,21,1-30,249661.24000000002
S000587,2025-05-19,2025,5,19,0,U0010,I0023,Sales,AE,Kansas,Standard,operations,Travel,expense,1,778.02,878.75,916.04,-29.51,0.9592915009006944,13,1-30,186541.83000000002
S000123,2025-03-24,2025,3,24,0,U0022,I0033,Sales,AE,Vermont,Subscriptions,software_services,Subscriptions,expense,1,1179.73,17638.45,16522.66,1126.43,1.0675312560476329,7,1-30,165634.36000000002
S000784,2025-05-10,2025,5,10,0,U0028,I0010,Support,Agent,New York,Subscriptions,software_services,Subscriptions,expense,3,1516.04,30951.32,31500.35,-1797.52,0.9825706517022507,10,1-30,76628.45999999999
S000332,2025-07-19,2025,7,19,0,U0011,I0015,Marketing,Manager,California,Standard,software_services,Software,expense,3,205.19,497.03,498.77,-34.88,0.9965100607118931,0,current,300389.31
S000213,2025-02-04,2025,2,4,0,U0023,I0020,Marketing,Manager,Louisiana,Standard,revenue,AddOnRevenue,revenue,1,1968.66,1418.5,1326.63,169.54,1.0692506576814935,10,1-30,113070.69
S000067,2025-03-11,2025,3,11,0,U0023,I0037,Marketing,Manager,Louisiana,Standard,operations,Other,expense,2,43.39,31.7,29.74,1.42,1.0660330827764084,0,current,105774.01
S000191,2025-02-13,2025,2,13,0,U0027,I0019,Support,Lead,Tennessee,Standard,people,Payroll,expense,1,2189.74,2792.24,2989.62,-66.13,0.9339755507921481,0,current,142149.41
S000085,2025-06-17,2025,6,17,0,U0024,I0001,Engineering,Frontend,Tennessee,Subscriptions,software_services,Subscriptions,expense,2,2389.68,54975.47,53212.37,3879.87,1.0331332985192743,10,1-30,288325.66000000003
S000243,2025-04-17,2025,4,17,0,U0022,I0004,Sales,AE,Vermont,Standard,people,Payroll,expense,1,1955.26,5261.24,5430.27,-450.95,0.9688729923667223,1,1-30,149412.36
S000156,2025-04-19,2025,4,19,0,U0014,I0006,Engineering,Backend,California,Standard,software_services,Software,expense,1,391.47,389.86,391.94,2.27,0.9946909034688712,11,1-30,342370.18
S000706,2025-05-27,2025,5,27,0,U0019,I0035,Marketing,Manager,Florida,Subscriptions,software_services,Subscriptions,expense,3,1567.8,34992.84,35040.07,329.55,0.9986522081782396,10,1-30,396244.52
S000672,2025-04-04,2025,4,4,0,U0002,I0050,Sales,AE,Texas,Standard,operations,Other,expense,2,45.16,49.53,52.04,-2.87,0.9518684762457025,8,1-30,149412.36
S000329,2025-09-20,2025,9,20,0,U0017,I0004,Marketing,Manager,Tennessee,Standard,people,Payroll,expense,1,1955.26,2291.73,2169.92,111.01,1.056133912728187,0,current,58396.86
S000102,2025-07-31,2025,7,31,0,U0005,I0028,Engineering,Frontend,New York,Subscriptions,software_services,Subscriptions,expense,1,418.27,5226.61,5721.73,-409.2,0.913466419724639,1,1-30,249661.24000000002
S000547,2025-05-24,2025,5,24,0,U0001,I0026,Engineering,Frontend,Illinois,Subscriptions,software_services,Subscriptions,expense,3,825.52,29526.9,25577.13,5473.23,1.1544256097430141,9,1-30,731138.8
S000319,2025-01-26,2025,1,26,0,U0015,I0006,Marketing,Specialist,Vermont,Standard,software_services,Software,expense,3,391.47,1363.59,1498.68,-186.38,0.9098571901791058,0,current,138890.43
S000449,2025-01-28,2025,1,28,0,U0004,I0030,Engineering,Data,Washington,Standard,software_services,Software,expense,1,289.07,330.13,349.08,-15.77,0.9456982723482926,17,1-30,755646.49
S000789,2025-01-21,2025,1,21,0,U0010,I0043,Sales,AE,Kansas,Standard,people,Payroll,expense,1,1960.48,2466.34,2360.16,206.48,1.0449912916064141,4,1-30,149523.74
S000471,2025-05-22,2025,5,22,0,U0015,I0023,Marketing,Specialist,Vermont,Standard,operations,Travel,expense,3,778.02,4334.73,4368.62,276.25,0.9922434855233798,23,1-30,396244.52
S000683,2025-01-26,2025,1,26,0,U0026,I0022,Sales,SDR,New York,Subscriptions,software_services,Subscriptions,expense,3,1257.22,28792.89,28010.32,1586.63,1.027938551736888,0,current,149523.74
S000246,2025-09-06,2025,9,6,0,U0007,I0013,Support,Agent,Washington,Standard,people,Payroll,expense,1,1858.96,2502.54,2494.07,77.05,1.0033956584584667,13,1-30,21479.600000000002
S000314,2025-08-04,2025,8,4,0,U0014,I0025,Engineering,Backend,California,Standard,people,Payroll,expense,3,2101.09,15934.55,18799.2,-3355.48,0.8476183717323623,15,1-30,464347.05
